NUM_OPER;FECHA_CORTE;PRODUCTO_COD;TIPOPERSONACOD;MONTOCREDITO;FECHACONCESION;FECHAVENCIMIENTO;PLAZO_ORIGINAL_MESES;PLAZO;MONTOCUOTA;PERIOD_PAGO;TIPOTASACOD;TASAINTERES;TIPOCREDITOCOD;CALIFICACIONCOD;SALDOCAPITAL_POR_VENCER;SALDOCAPITAL_VENCIDO;SALDOCAPITAL_ND;SALDOCAPITAL_JUDICIAL;SALDOCASTIGADO;SALDOTOTAL;DIASMORA;MORAMAXIMA;MORAPROMEDIO;NUMERORENEGOCIACION;NUMEROVECESMORA_30;NUMEROVECESMORA_60;NUMEROVECESMORA_90;NUMEROVECESMORA_180;NUMEROVECESMORA_360;NUMEROVECESMORA_MAS360
1624;31/1/2020;PROD_2;N;10000.0;15/2/2018;30/8/2021;42;1292;270.65;MENS;V;14.9;CONSUMO;A1;4572.35;0.0;0.0;0.0;0;4572.35;0;6;2;0;0;0;0;0;0;0
1638;31/1/2020;PROD_2;N;7000.0;20/2/2018;28/2/2021;36;1104;214.7;MENS;V;14.9;CONSUMO;A1;2766.47;0.0;0.0;0.0;0;2766.47;0;52;14;0;7;0;0;0;0;0
1642;31/1/2020;PROD_2;N;16000.0;21/2/2018;28/2/2022;48;1468;394.11;MENS;V;14.9;CONSUMO;A1;8724.19;0.0;0.0;0.0;0;8724.19;0;16;6;0;0;0;0;0;0;0
1649;31/1/2020;PROD_2;N;5000.0;22/2/2018;24/2/2021;36;1098;152.48;MENS;V;14.9;CONSUMO;A3;1802.45;106.74;0.0;0.0;0;1909.19;9;9;0;0;0;0;0;0;0;0
1658;31/1/2020;PROD_2;N;25000.0;23/2/2018;5/3/2021;37;1106;766.91;MENS;V;14.9;CONSUMO;A1;9879.92;0.0;0.0;0.0;0;9879.92;0;8;2;0;0;0;0;0;0;0
1674;31/1/2020;PROD_2;N;8000.0;27/2/2018;29/3/2021;37;1126;261.19;MENS;V;14.9;CONSUMO;E;0.0;1999.98;3777.82;5777.8;0;11555.6;337;337;161;0;1;1;1;1;0;0
1681;31/1/2020;PROD_2;N;20000.0;28/2/2018;9/3/2023;61;1835;420.14;MENS;V;14.9;CONSUMO;B2;12705.97;294.1;0.0;0.0;0;13000.07;37;37;6;0;1;0;0;0;0;0
1693;31/1/2020;PROD_2;N;50000.0;1/3/2018;5/3/2023;60;1830;1066.51;MENS;V;14.9;CONSUMO;D;0.0;1666.66;33333.4;35000.06;0;70000.12;118;118;29;0;3;2;1;0;0;0
1704;31/1/2020;PROD_2;N;15000.0;5/3/2018;5/3/2021;36;1096;482.85;MENS;V;14.9;CONSUMO;E;0.0;2916.69;6666.6;9583.29;0;19166.58;271;271;84;0;2;1;2;1;0;0
1726;31/1/2020;PROD_2;N;10000.0;8/3/2018;8/9/2020;30;915;352.84;MENS;V;14.9;CONSUMO;A1;2309.0;0.0;0.0;0.0;0;2309.0;0;0;0;0;0;0;0;0;0;0
1733;31/1/2020;PROD_2;N;5000.0;9/3/2018;9/3/2021;36;1096;153.38;MENS;V;14.9;CONSUMO;A1;1975.94;0.0;0.0;0.0;0;1975.94;0;19;7;0;0;0;0;0;0;0
1744;31/1/2020;PROD_2;N;15000.0;12/3/2018;12/3/2022;48;1461;369.49;MENS;V;14.9;CONSUMO;A1;8178.86;0.0;0.0;0.0;0;8178.86;0;9;3;0;0;0;0;0;0;0
1751;31/1/2020;PROD_2;N;10000.0;13/3/2018;15/3/2021;36;1098;306.76;MENS;V;14.9;CONSUMO;A1;3951.89;0.0;0.0;0.0;0;3951.89;0;14;5;0;0;0;0;0;0;0
1762;31/1/2020;PROD_2;N;15000.0;15/3/2018;15/3/2022;48;1461;369.49;MENS;V;14.9;CONSUMO;A1;8178.86;0.0;0.0;0.0;0;8178.86;0;9;3;0;0;0;0;0;0;0
1773;31/1/2020;PROD_2;N;30000.0;16/3/2018;16/3/2023;60;1826;630.21;MENS;V;14.9;CONSUMO;A1;19058.85;0.0;0.0;0.0;0;19058.85;0;5;2;0;0;0;0;0;0;0
1783;31/1/2020;PROD_2;N;2500.0;17/3/2018;2/4/2020;25;747;107.56;MENS;V;14.9;CONSUMO;A1;291.96;0.0;0.0;0.0;0;291.96;0;77;26;0;7;1;0;0;0;0
1787;31/1/2020;PROD_2;N;15000.0;19/3/2018;1/4/2023;61;1839;316.73;MENS;V;14.9;CONSUMO;A1;9778.29;0.0;0.0;0.0;0;9778.29;0;42;14;0;0;0;0;0;0;0
1789;31/1/2020;PROD_2;N;7000.0;19/3/2018;27/3/2021;36;1104;227.55;MENS;V;14.9;CONSUMO;E;0.0;1506.29;3305.64;4811.93;0;9623.86;310;310;95;0;2;2;1;1;0;0
1811;31/1/2020;PROD_2;N;5000.0;23/3/2018;7/4/2021;37;1111;154.28;MENS;V;14.9;CONSUMO;A1;2108.25;0.0;0.0;0.0;0;2108.25;0;37;11;0;2;0;0;0;0;0
1826;31/1/2020;PROD_2;N;3000.0;27/3/2018;27/3/2020;24;731;129.13;MENS;V;14.9;CONSUMO;B2;409.61;90.39;0.0;0.0;0;500.0;35;41;13;0;4;0;0;0;0;0
1836;31/1/2020;PROD_2;N;5000.0;28/3/2018;28/9/2020;30;915;177.53;MENS;V;14.9;CONSUMO;A1;1374.2;0.0;0.0;0.0;0;1374.2;0;0;0;0;0;0;0;0;0;0
1850;31/1/2020;PROD_2;N;20000.0;29/3/2018;5/4/2023;61;1833;422.31;MENS;V;14.9;CONSUMO;A1;13037.78;0.0;0.0;0.0;0;13037.78;0;0;0;0;0;0;0;0;0;0
1861;31/1/2020;PROD_2;N;20000.0;2/4/2018;5/4/2021;36;1099;617.12;MENS;V;14.9;CONSUMO;A1;8456.82;0.0;0.0;0.0;0;8456.82;0;17;6;0;0;0;0;0;0;0
1865;31/1/2020;PROD_2;N;10000.0;3/4/2018;8/10/2021;42;1284;281.59;MENS;V;14.9;CONSUMO;E;0.0;859.74;5476.1;6335.84;0;12671.68;176;176;48;0;2;2;1;0;0;0
1873;31/1/2020;PROD_2;N;5000.0;5/4/2018;5/4/2020;24;731;215.16;MENS;V;14.9;CONSUMO;A1;681.09;0.0;0.0;0.0;0;681.09;0;0;0;0;0;0;0;0;0;0
1889;31/1/2020;PROD_2;N;5000.0;10/4/2018;10/4/2021;36;1096;168.76;MENS;V;14.9;CONSUMO;E;0.0;2083.35;2361.09;4444.44;0;8888.88;508;508;229;0;0;0;0;1;1;117
1929;31/1/2020;PROD_2;N;15000.0;19/4/2018;4/5/2022;49;1476;373.55;MENS;V;14.9;CONSUMO;A1;8801.01;0.0;0.0;0.0;0;8801.01;0;79;21;0;2;1;0;0;0;0
1942;31/1/2020;PROD_2;N;10000.0;23/4/2018;5/5/2021;37;1108;315.75;MENS;V;14.9;CONSUMO;D;0.0;555.56;4999.96;0.0;0;5555.52;118;118;35;0;1;1;1;0;0;0
1946;31/1/2020;PROD_2;N;10000.0;23/4/2018;5/11/2020;31;927;359.43;MENS;V;14.9;CONSUMO;A1;3412.54;0.0;0.0;0.0;0;3412.54;0;1;1;0;0;0;0;0;0;0
1969;31/1/2020;PROD_2;N;7000.0;27/4/2018;27/4/2021;36;1096;216.0;MENS;V;14.9;CONSUMO;A1;2949.84;0.0;0.0;0.0;0;2949.84;0;0;0;0;0;0;0;0;0;0
1977;31/1/2020;PROD_2;N;10000.0;28/4/2018;11/5/2021;37;1109;310.36;MENS;V;14.9;CONSUMO;A1;4492.26;0.0;0.0;0.0;0;4492.26;0;0;0;0;0;0;0;0;0;0
1996;31/1/2020;PROD_2;N;10000.0;5/5/2018;13/5/2020;24;739;432.97;MENS;V;14.9;CONSUMO;A2;1780.19;303.08;0.0;0.0;0;2083.27;6;11;6;0;0;0;0;0;0;0
1998;31/1/2020;PROD_2;N;10000.0;4/5/2018;10/5/2021;36;1102;310.36;MENS;V;14.9;CONSUMO;A1;4504.93;0.0;0.0;0.0;0;4504.93;0;19;7;0;0;0;0;0;0;0
1999;31/1/2020;PROD_2;N;12000.0;7/5/2018;15/5/2021;36;1104;372.45;MENS;V;14.9;CONSUMO;A1;5406.01;0.0;0.0;0.0;0;5406.01;0;0;0;0;0;0;0;0;0;0
2007;31/1/2020;PROD_2;N;10000.0;9/5/2018;10/11/2021;42;1281;275.32;MENS;V;14.9;CONSUMO;A1;5283.38;0.0;0.0;0.0;0;5283.38;0;2;1;0;0;0;0;0;0;0
2012;31/1/2020;PROD_2;N;5000.0;10/5/2018;15/5/2021;36;1101;155.18;MENS;V;14.9;CONSUMO;A1;2252.46;0.0;0.0;0.0;0;2252.46;0;18;7;0;0;0;0;0;0;0
2018;31/1/2020;PROD_2;N;6000.0;11/5/2018;11/11/2020;30;915;215.66;MENS;V;14.9;CONSUMO;A1;2049.04;0.0;0.0;0.0;0;2049.04;0;10;4;0;0;0;0;0;0;0
2027;31/1/2020;PROD_2;N;15000.0;15/5/2018;30/5/2023;60;1841;319.92;MENS;V;14.9;CONSUMO;A1;10276.06;0.0;0.0;0.0;0;10276.06;0;59;14;0;3;0;0;0;0;0
2028;31/1/2020;PROD_2;N;13000.0;15/5/2018;15/5/2020;24;731;559.2;MENS;V;14.9;CONSUMO;A1;1733.28;0.0;0.0;0.0;0;1733.28;0;0;0;0;0;0;0;0;0;0
2030;31/1/2020;PROD_2;N;20000.0;16/5/2018;30/5/2023;60;1840;426.57;MENS;V;14.9;CONSUMO;B2;13701.46;298.6;0.0;0.0;0;14000.06;32;56;22;0;3;0;0;0;0;0
2051;31/1/2020;PROD_2;N;10000.0;18/5/2018;2/6/2021;37;1111;312.17;MENS;V;14.9;CONSUMO;A1;4781.44;0.0;0.0;0.0;0;4781.44;0;44;12;0;1;0;0;0;0;0
2065;31/1/2020;PROD_2;N;7000.0;22/5/2018;5/6/2021;37;1110;218.53;MENS;V;14.9;CONSUMO;A1;3347.11;0.0;0.0;0.0;0;3347.11;0;54;18;0;3;0;0;0;0;0
2070;31/1/2020;PROD_2;N;15000.0;22/5/2018;27/5/2023;60;1831;318.35;MENS;V;14.9;CONSUMO;A1;10009.7;0.0;0.0;0.0;0;10009.7;0;1;1;0;0;0;0;0;0;0
2071;31/1/2020;PROD_2;N;5000.0;23/5/2018;1/6/2021;37;1105;156.08;MENS;V;14.9;CONSUMO;A1;2390.72;0.0;0.0;0.0;0;2390.72;0;9;3;0;0;0;0;0;0;0
2077;31/1/2020;PROD_2;N;10000.0;24/5/2018;5/6/2021;37;1108;318.07;MENS;V;14.9;CONSUMO;D;0.0;387.44;5277.74;0.0;0;5665.18;118;118;49;0;1;2;2;0;0;0
2080;31/1/2020;PROD_2;N;10000.0;24/5/2018;5/12/2021;43;1291;278.48;MENS;V;14.9;CONSUMO;C1;5757.36;194.94;0.0;0.0;0;5952.3;57;57;17;0;3;0;0;0;0;0
2092;31/1/2020;PROD_2;N;20000.0;28/5/2018;3/6/2022;49;1467;500.78;MENS;V;14.9;CONSUMO;A1;12149.39;0.0;0.0;0.0;0;12149.39;0;54;16;0;2;0;0;0;0;0
2094;31/1/2020;PROD_2;N;5000.0;28/5/2018;28/5/2020;24;731;216.51;MENS;V;14.9;CONSUMO;A1;889.05;0.0;0.0;0.0;0;889.05;0;20;6;0;0;0;0;0;0;0
2107;31/1/2020;PROD_2;N;6000.0;29/5/2018;5/6/2021;37;1103;187.3;MENS;V;14.9;CONSUMO;A1;2868.83;0.0;0.0;0.0;0;2868.83;0;22;7;0;0;0;0;0;0;0
2108;31/1/2020;PROD_2;N;5000.0;30/5/2018;10/12/2020;31;925;191.78;MENS;V;14.9;CONSUMO;E;0.0;1398.53;2166.61;3565.14;0;7130.28;327;327;138;0;1;3;2;1;0;0
2120;31/1/2020;PROD_2;N;10000.0;31/5/2018;5/6/2021;37;1101;312.17;MENS;V;14.9;CONSUMO;A1;4781.44;0.0;0.0;0.0;0;4781.44;0;0;0;0;0;0;0;0;0;0
2124;31/1/2020;PROD_2;N;17000.0;31/5/2018;10/6/2023;61;1836;397.02;MENS;V;14.9;CONSUMO;E;0.0;4816.61;12183.39;17000.0;0;34000.0;570;570;285;0;0;0;0;1;1;179
2133;31/1/2020;PROD_2;N;6000.0;2/6/2018;5/12/2020;30;917;216.97;MENS;V;14.9;CONSUMO;A3;2246.87;151.88;0.0;0.0;0;2398.75;11;11;4;0;0;0;0;0;0;0
2142;31/1/2020;PROD_2;N;20000.0;6/6/2018;10/6/2021;36;1100;622.14;MENS;V;14.9;CONSUMO;A2;9564.42;435.5;0.0;0.0;0;9999.92;8;8;0;0;0;0;0;0;0;0
2151;31/1/2020;PROD_2;N;20000.0;7/6/2018;10/6/2023;60;1829;417.93;MENS;V;14.9;CONSUMO;A1;12205.14;0.0;0.0;0.0;0;12205.14;0;10;5;0;0;0;0;0;0;0
2158;31/1/2020;PROD_2;N;12000.0;9/6/2018;9/6/2022;48;1461;300.47;MENS;V;14.9;CONSUMO;B1;7266.64;210.33;0.0;0.0;0;7476.97;21;21;3;0;0;0;0;0;0;0
2167;31/1/2020;PROD_2;N;10000.0;12/6/2018;26/6/2020;24;745;444.95;MENS;V;14.9;CONSUMO;D;0.0;195.05;3333.28;0.0;0;3528.33;97;97;35;0;6;3;1;0;0;0
2190;31/1/2020;PROD_2;N;6000.0;14/6/2018;28/6/2021;36;1110;189.61;MENS;V;14.9;CONSUMO;C1;3150.15;132.73;0.0;0.0;0;3282.88;64;64;13;0;1;1;0;0;0;0
2194;31/1/2020;PROD_2;N;10000.0;15/6/2018;20/6/2021;36;1101;312.17;MENS;V;14.9;CONSUMO;A1;4752.36;0.0;0.0;0.0;0;4752.36;0;148;52;0;2;2;2;0;0;0
2204;31/1/2020;PROD_2;N;25000.0;18/6/2018;18/6/2023;60;1826;533.29;MENS;V;14.9;CONSUMO;A1;17126.64;0.0;0.0;0.0;0;17126.64;0;0;0;0;0;0;0;0;0;0
2209;31/1/2020;PROD_2;N;8000.0;18/6/2018;3/1/2022;43;1295;222.74;MENS;V;14.9;CONSUMO;A1;4605.92;0.0;0.0;0.0;0;4605.92;0;10;3;0;0;0;0;0;0;0
2211;31/1/2020;PROD_2;N;26000.0;18/6/2018;29/6/2023;60;1837;557.37;MENS;V;14.9;CONSUMO;B2;17994.18;390.16;0.0;0.0;0;18384.34;33;33;14;0;2;0;0;0;0;0
2214;31/1/2020;PROD_2;N;10000.0;18/6/2018;18/12/2021;42;1279;288.03;MENS;V;14.9;CONSUMO;E;0.0;1353.26;5952.3;7305.56;0;14611.12;227;227;75;0;2;1;1;1;0;0
2223;31/1/2020;PROD_2;N;15000.0;21/6/2018;5/7/2023;61;1840;321.6;MENS;V;14.9;CONSUMO;A1;10524.88;0.0;0.0;0.0;0;10524.88;0;20;7;0;0;0;0;0;0;0
2228;31/1/2020;PROD_2;N;20000.0;22/6/2018;5/7/2023;61;1839;428.81;MENS;V;14.9;CONSUMO;A1;14033.22;0.0;0.0;0.0;0;14033.22;0;1;1;0;0;0;0;0;0;0
2241;31/1/2020;PROD_2;N;10000.0;25/6/2018;8/7/2021;37;1109;326.81;MENS;V;14.9;CONSUMO;E;0.0;1666.68;5555.52;7222.2;0;14444.4;237;237;90;0;1;1;1;1;0;0
2242;31/1/2020;PROD_2;N;10000.0;25/6/2018;26/12/2021;42;1280;278.37;MENS;V;14.9;CONSUMO;B2;5527.82;194.86;0.0;0.0;0;5722.68;36;36;11;0;2;0;0;0;0;0
2247;31/1/2020;PROD_2;N;15000.0;26/6/2018;5/7/2023;61;1835;321.6;MENS;V;14.9;CONSUMO;A1;10524.88;0.0;0.0;0.0;0;10524.88;0;25;8;0;0;0;0;0;0;0
2252;31/1/2020;PROD_2;N;20000.0;26/6/2018;26/6/2023;60;1826;428.77;MENS;V;14.9;CONSUMO;A1;14033.25;0.0;0.0;0.0;0;14033.25;0;24;9;0;0;0;0;0;0;0
2267;31/1/2020;PROD_2;N;12000.0;29/6/2018;10/7/2021;37;1107;376.77;MENS;V;14.9;CONSUMO;A1;6047.3;0.0;0.0;0.0;0;6047.3;0;11;3;0;0;0;0;0;0;0
2269;31/1/2020;PROD_2;N;20000.0;29/6/2018;15/7/2023;61;1842;428.81;MENS;V;14.9;CONSUMO;A1;14033.22;0.0;0.0;0.0;0;14033.22;0;3;2;0;0;0;0;0;0;0
2270;31/1/2020;PROD_2;N;10000.0;29/6/2018;10/1/2022;43;1291;278.42;MENS;V;14.9;CONSUMO;A1;5757.41;0.0;0.0;0.0;0;5757.41;0;5;2;0;0;0;0;0;0;0
2275;31/1/2020;PROD_2;N;15000.0;30/6/2018;8/7/2022;49;1469;377.62;MENS;V;14.9;CONSUMO;A1;9423.17;0.0;0.0;0.0;0;9423.17;0;8;3;0;0;0;0;0;0;0
2284;31/1/2020;PROD_2;N;6000.0;2/7/2018;5/7/2021;36;1099;188.38;MENS;V;14.9;CONSUMO;A1;3027.29;0.0;0.0;0.0;0;3027.29;0;18;7;0;0;0;0;0;0;0
2300;31/1/2020;PROD_2;N;8000.0;5/7/2018;20/1/2022;42;1295;226.62;MENS;V;14.9;CONSUMO;B2;0.0;322.95;4952.32;0.0;0;5275.27;42;88;37;0;5;4;0;0;0;0
2313;31/1/2020;PROD_2;N;12000.0;9/7/2018;20/7/2022;48;1472;302.09;MENS;V;14.9;CONSUMO;A1;7538.54;0.0;0.0;0.0;0;7538.54;0;8;3;0;0;0;0;0;0;0
2314;31/1/2020;PROD_2;N;10000.0;10/7/2018;20/1/2022;42;1290;278.42;MENS;V;14.9;CONSUMO;A1;5757.41;0.0;0.0;0.0;0;5757.41;0;3;1;0;0;0;0;0;0;0
2320;31/1/2020;PROD_2;N;20000.0;10/7/2018;24/7/2023;60;1840;428.81;MENS;V;14.9;CONSUMO;A1;14033.22;0.0;0.0;0.0;0;14033.22;0;1;1;0;0;0;0;0;0;0
2324;31/1/2020;PROD_2;N;5000.0;11/7/2018;11/7/2021;36;1096;159.91;MENS;V;14.9;CONSUMO;D;0.0;160.21;2777.76;0.0;0;2937.97;112;112;37;0;1;1;1;0;0;0
2364;31/1/2020;PROD_2;N;10000.0;21/7/2018;21/7/2021;36;1096;317.83;MENS;V;14.9;CONSUMO;A3;0.0;220.66;5555.52;0.0;0;5776.18;10;84;36;0;6;1;0;0;0;0
2381;31/1/2020;PROD_2;N;15000.0;24/7/2018;2/8/2022;49;1470;377.54;MENS;V;14.9;CONSUMO;A1;9414.47;0.0;0.0;0.0;0;9414.47;0;19;7;0;0;0;0;0;0;0
2402;31/1/2020;PROD_2;N;15000.0;27/7/2018;2/8/2023;61;1832;323.23;MENS;V;14.9;CONSUMO;A1;10773.74;0.0;0.0;0.0;0;10773.74;0;18;8;0;0;0;0;0;0;0
2410;31/1/2020;PROD_2;N;10000.0;30/7/2018;5/2/2022;43;1286;279.97;MENS;V;14.9;CONSUMO;A1;5994.42;0.0;0.0;0.0;0;5994.42;0;3;1;0;0;0;0;0;0;0
2418;31/1/2020;PROD_2;N;12000.0;31/7/2018;5/8/2021;37;1101;378.95;MENS;V;14.9;CONSUMO;B2;6400.09;265.26;0.0;0.0;0;6665.35;42;42;4;0;1;0;0;0;0;0
2422;31/1/2020;PROD_2;N;15000.0;1/8/2018;5/8/2021;36;1100;473.68;MENS;V;14.9;CONSUMO;A1;7990.83;0.0;0.0;0.0;0;7990.83;0;2;1;0;0;0;0;0;0;0
2430;31/1/2020;PROD_2;N;10000.0;3/8/2018;10/8/2021;36;1103;297.63;MENS;V;14.9;CONSUMO;A1;2558.57;0.0;0.0;0.0;0;2558.57;0;48;14;0;1;0;0;0;0;0
2434;31/1/2020;PROD_2;N;8300.0;6/8/2018;16/8/2021;36;1106;268.57;MENS;V;14.9;CONSUMO;C2;0.0;670.94;4841.6;0.0;0;5512.54;76;108;43;0;2;2;2;0;0;0
2454;31/1/2020;PROD_2;N;20000.0;9/8/2018;15/8/2023;60;1832;435.48;MENS;V;14.9;CONSUMO;C2;0.0;333.33;15000.05;0.0;0;15333.38;77;77;17;0;1;1;0;0;0;0
2461;31/1/2020;PROD_2;N;30000.0;13/8/2018;13/8/2023;60;1826;652.99;MENS;V;14.9;CONSUMO;C2;0.0;500.0;22500.0;0.0;0;23000.0;79;79;16;0;1;1;0;0;0;0
2474;31/1/2020;PROD_2;N;3000.0;15/8/2018;15/8/2020;24;731;132.33;MENS;V;14.9;CONSUMO;A1;907.37;0.0;0.0;0.0;0;907.37;0;63;23;0;3;2;0;0;0;0
2476;31/1/2020;PROD_2;N;20000.0;15/8/2018;15/8/2023;60;1826;430.97;MENS;V;14.9;CONSUMO;A1;14358.27;0.0;0.0;0.0;0;14358.27;0;0;0;0;0;0;0;0;0;0
2477;31/1/2020;PROD_2;N;15000.0;15/8/2018;15/8/2022;48;1461;379.65;MENS;V;14.9;CONSUMO;A1;9734.25;0.0;0.0;0.0;0;9734.25;0;93;27;0;1;1;1;0;0;0
2491;31/1/2020;PROD_2;N;10000.0;18/8/2018;18/8/2021;36;1096;315.78;MENS;V;14.9;CONSUMO;A1;5305.14;0.0;0.0;0.0;0;5305.14;0;0;0;0;0;0;0;0;0;0
2506;31/1/2020;PROD_2;N;5000.0;22/8/2018;5/9/2021;37;1110;158.79;MENS;V;14.9;CONSUMO;A1;2805.5;0.0;0.0;0.0;0;2805.5;0;4;2;0;0;0;0;0;0;0
2531;31/1/2020;PROD_2;N;10000.0;25/8/2018;28/8/2021;36;1099;315.78;MENS;V;14.9;CONSUMO;B2;5334.47;221.05;0.0;0.0;0;5555.52;44;44;9;0;1;0;0;0;0;0
2543;31/1/2020;PROD_2;N;20000.0;28/8/2018;28/8/2023;60;1826;435.34;MENS;V;14.9;CONSUMO;A2;15333.38;0.0;0.0;0.0;0;15333.38;3;33;12;0;3;0;0;0;0;0
2544;31/1/2020;PROD_2;N;15000.0;28/8/2018;10/9/2023;61;1839;324.85;MENS;V;14.9;CONSUMO;A1;11022.6;0.0;0.0;0.0;0;11022.6;0;12;4;0;0;0;0;0;0;0
2590;31/1/2020;PROD_2;N;403.43;31/5/2016;1/6/2017;13;366;109.88;MENS;F;15.2;CONSUMO;E;0.0;320.87;0.0;0.0;0;320.87;1035;1035;768;0;0;0;0;0;0;366
2591;31/1/2020;PROD_2;N;275.45;12/7/2017;11/11/2017;4;122;103.6;MENS;F;24.0;CONSUMO;E;0.0;302.16;0.0;0.0;0;302.16;872;872;608;0;0;0;0;0;0;366
2595;31/1/2020;PROD_2;N;3000.0;30/11/2017;3/12/2019;25;733;152.69;MENS;F;16.71;CONSUMO;E;0.0;702.68;153.62;0.0;0;856.3;212;212;79;0;3;2;2;1;0;0
2600;31/1/2020;PROD_2;N;3000.0;14/3/2018;13/3/2020;24;730;150.18;MENS;F;16.45;CONSUMO;C1;0.0;254.75;577.14;0.0;0;831.89;49;124;46;0;1;1;1;0;0;0
2603;31/1/2020;PROD_2;N;1100.0;4/4/2018;6/4/2020;24;733;54.93;MENS;F;16.45;CONSUMO;E;0.0;253.87;262.89;0.0;0;516.76;239;239;109;0;1;1;3;1;0;0
2606;31/1/2020;PROD_2;N;600.0;4/5/2018;30/1/2019;8;271;80.76;MENS;F;16.45;CONSUMO;E;0.0;600.0;0.0;0.0;0;600.0;580;580;320;0;0;0;0;0;1;189
2607;31/1/2020;PROD_2;N;5000.0;11/5/2018;10/5/2020;24;730;248.88;MENS;F;16.45;CONSUMO;A1;1018.91;0.0;0.0;0.0;0;1018.91;0;49;14;0;3;0;0;0;0;0
2610;31/1/2020;PROD_2;N;2500.0;20/6/2018;20/12/2019;18;548;160.67;MENS;F;16.45;CONSUMO;E;0.0;1714.45;157.71;0.0;0;1872.16;346;376;188;0;1;1;1;1;1;16
2618;31/1/2020;PROD_2;N;10000.0;7/9/2018;7/3/2022;42;1277;281.52;MENS;V;14.9;CONSUMO;A1;6222.57;0.0;0.0;0.0;0;6222.57;0;1;1;0;0;0;0;0;0;0
2620;31/1/2020;PROD_2;N;20000.0;7/9/2018;7/9/2023;60;1826;433.14;MENS;V;14.9;CONSUMO;A1;14696.85;0.0;0.0;0.0;0;14696.85;0;106;34;0;1;3;1;0;0;0
2621;31/1/2020;PROD_2;N;2000.0;7/9/2018;15/9/2020;24;739;88.21;MENS;V;14.9;CONSUMO;B2;599.89;61.75;0.0;0.0;0;661.64;35;35;2;0;1;0;0;0;0;0
2622;31/1/2020;PROD_2;N;10000.0;7/9/2018;10/9/2021;36;1099;319.34;MENS;V;14.9;CONSUMO;C1;5887.54;223.54;0.0;0.0;0;6111.08;52;111;40;0;2;1;2;0;0;0
2633;31/1/2020;PROD_2;N;10000.0;11/9/2018;20/9/2021;36;1105;317.59;MENS;V;14.9;CONSUMO;A1;5610.99;0.0;0.0;0.0;0;5610.99;0;49;15;0;2;0;0;0;0;0
2637;31/1/2020;PROD_2;N;13000.0;11/9/2018;11/9/2022;48;1461;330.79;MENS;V;14.9;CONSUMO;A1;8706.0;0.0;0.0;0.0;0;8706.0;0;7;3;0;0;0;0;0;0;0
2638;31/1/2020;PROD_2;N;10000.0;11/9/2018;16/9/2021;36;1101;317.59;MENS;V;14.9;CONSUMO;A1;5610.99;0.0;0.0;0.0;0;5610.99;0;38;13;0;2;0;0;0;0;0
2642;31/1/2020;PROD_2;N;7000.0;12/9/2018;15/9/2021;36;1099;222.32;MENS;V;14.9;CONSUMO;A1;3927.78;0.0;0.0;0.0;0;3927.78;0;6;2;0;0;0;0;0;0;0
2649;31/1/2020;PROD_2;N;12000.0;12/9/2018;26/9/2022;48;1475;305.34;MENS;V;14.9;CONSUMO;A1;8018.26;0.0;0.0;0.0;0;8018.26;0;5;3;0;0;0;0;0;0;0
2663;31/1/2020;PROD_2;N;15000.0;14/9/2018;26/9/2022;48;1473;383.68;MENS;V;14.9;CONSUMO;A1;10356.42;0.0;0.0;0.0;0;10356.42;0;34;12;0;3;0;0;0;0;0
2670;31/1/2020;PROD_2;N;25000.0;17/9/2018;1/10/2023;61;1840;544.13;MENS;V;14.9;CONSUMO;A1;18785.73;0.0;0.0;0.0;0;18785.73;0;52;13;0;1;0;0;0;0;0
2680;31/1/2020;PROD_2;N;20000.0;18/9/2018;28/9/2022;48;1471;508.91;MENS;V;14.9;CONSUMO;A1;13393.71;0.0;0.0;0.0;0;13393.71;0;37;11;0;1;0;0;0;0;0
2687;31/1/2020;PROD_2;N;6000.0;18/9/2018;27/3/2021;30;921;222.16;MENS;V;14.9;CONSUMO;A1;3044.49;0.0;0.0;0.0;0;3044.49;0;33;11;0;2;0;0;0;0;0
2697;31/1/2020;PROD_2;N;15000.0;21/9/2018;5/10/2023;61;1840;326.48;MENS;V;14.9;CONSUMO;A1;11271.46;0.0;0.0;0.0;0;11271.46;0;8;3;0;0;0;0;0;0;0
2708;31/1/2020;PROD_2;N;10000.0;24/9/2018;8/4/2021;31;927;370.28;MENS;V;14.9;CONSUMO;A1;5074.18;0.0;0.0;0.0;0;5074.18;0;61;18;0;1;1;0;0;0;0
2709;31/1/2020;PROD_2;N;20000.0;24/9/2018;26/9/2023;60;1828;437.61;MENS;V;14.9;CONSUMO;C1;15360.38;306.33;0.0;0.0;0;15666.71;66;66;19;0;2;1;0;0;0;0
2725;31/1/2020;PROD_2;N;12000.0;28/9/2018;28/9/2023;60;1826;261.16;MENS;V;14.9;CONSUMO;B2;9017.19;182.81;0.0;0.0;0;9200.0;34;34;16;0;4;0;0;0;0;0
2737;31/1/2020;PROD_2;N;10350.0;29/9/2018;12/10/2020;25;744;462.19;MENS;V;14.9;CONSUMO;A1;3979.08;0.0;0.0;0.0;0;3979.08;0;17;5;0;0;0;0;0;0;0
2740;31/1/2020;PROD_2;N;1000.0;1/10/2018;15/10/2019;12;379;87.37;MENS;V;14.9;CONSUMO;E;0.0;333.36;0.0;0.0;0;333.36;200;200;65;0;2;1;1;1;0;0
